,Unnamed: 0,id,text_review,aspect,polarity_aspect,category_aspect,all_aspects,all_categories
2077,2077,aT08K1oYSmYfyemLX9rsQ2D0D.14-5107210___rating_5.txt,"O experienta la superlativ. Ii multumim mult Iulianei (echipamene inot  Dech Ploiesti) care m-a ajutat sa rezerv produsele dorite a.i sa le putem ridica rapid. Am fost impresionata de calmul si profesionalismul ei, eu neavand codurile produselor la-ndemana. :) Felicitari pt astfel de angajati!",O experienta la superlativ,1.0,experienta,O experienta la superlativ; Ii multumim mult Iulianei (echipamene inot  Dech Ploiesti) care m-a ajutat sa rezerv produsele dorite a.i sa le putem ridica rapid; Am fost impresionata de calmul si profesionalismul ei; Felicitari pt astfel de angajati; ,experienta; suport; personal; personal; 
2081,2081,at1I64hw.9k3CBBnq3Ra9LaqhVoW-4134790___rating_2.txt,Am comandat un bodyboard de la Dechatlon intrucat desi aparea ca fiind pe stoc pe site-ul magazinului el nu exista in magazin.  Cand m-am dus sa-l ridic din magazin nu au adus decat doua bucati si ambele prezentau defecte clar vizibile (proasta depozitare sau de la transport posibil). Intrucat nu aveau decat aceste doua bucati nu am avut de ales decat sa-l iau pe cel mai putin stricat. Nu mi se pare profesionist ca atunci cand faci o comanda sa ti se puna la dispozitie o gama atat de limitata.,desi aparea ca fiind pe stoc pe site-ul magazinului el nu exista in magazin,-1.0,disponibilitate,desi aparea ca fiind pe stoc pe site-ul magazinului el nu exista in magazin; ambele prezentau defecte clar vizibile (proasta depozitare sau de la transport posibil); o gama atat de limitata; ,disponibilitate; produs; varietate; 
2084,2084,at97CZtw7JlYuXdrpVaDujm.WnCK-4897365___rating_1.txt,"Desi data livrarii era estimata pentru 24.12, marfa a ajuns in magazin pe 29.12.17. Client service slab, personal reactiv, fara initiativa. De evitat.","Desi data livrarii era estimata pentru 24.12, marfa a ajuns in magazin pe 29.12.17",-1.0,livrare,"Desi data livrarii era estimata pentru 24.12, marfa a ajuns in magazin pe 29.12.17; Client service slab; personal reactiv, fara initiativa; De evitat; ",livrare; suport; personal; experienta; 
2088,2088,aTjneKJ0.GHHGGakgd.rlsf5pcO4-1462032___rating_5.txt,imi place foarte mult magazinul Decathlon Iuliu Maniuangajatii sunt foarte amabili si plini de solicitudine,imi place foarte mult magazinul Decathlon Iuliu Maniu,1.0,magazin,imi place foarte mult magazinul Decathlon Iuliu Maniu; angajatii sunt foarte amabili si plini de solicitudine; ,magazin; personal; 
2090,2090,aTLyUewz6mDbvqZ5ZlFzxs4DMfpq-2548224___rating_4.txt,"Personal foarte amabil, bine organizați, avantaj mare la schimbarea produselor cu cardul Decathlon",Personal foarte amabil,1.0,personal,Personal foarte amabil; bine organizați; avantaj mare la schimbarea produselor; ,personal; organizare; servicii; 
2093,2093,atN6om_uVHaaXAg7P4ZMn2goMRUe-1464069___rating_5.txt,"Am sa continui aici ce nu am putut scrie (datorita spatiului mic alocat) la rubrica """"Aspecte pozitive"""": Mi-a placut amabilitatea angajatilor, varietatatea produselor, calitatea buna a acestora si pretul de achizitie accesibil.",amabilitatea angajatilor,1.0,personal,amabilitatea angajatilor; varietatatea produselor; calitatea buna; pretul de achizitie accesibil; ,personal; varietate; calitate; pret; 
2097,2097,atrZHfTydZ8Jq39.XPxBGe37nCl4-2830319___rating_4.txt,O gama mai variata de produse. De exemplu nu am gasit minge medicinala de 5 kg.,O gama mai variata de produse,-1.0,varietate,O gama mai variata de produse; ,varietate; 
2098,2098,atuuKwR4xPz7v_IqbqDGqgeFp3oy-4129956___rating_4.txt,"Am achizitionat si incercat cortul.  Este foarte usor de asamblat,  potrivit pentru familie cu un copil+bagaje, rezistent la ploaie. Singura problema este transportul lui pe un traseu mai lung. Atasarea lui la rucsac e greoaie. Noi am folosit niste corzi cu carlig ( de obicei prezente in portbagaj). Poate ar trebui sa luati si acest aspect in considerare.",foarte usor de asamblat,1.0,asamblare,foarte usor de asamblat; potrivit pentru familie cu un copil+bagaje; rezistent la ploaie; Singura problema este transportul lui pe un traseu mai lung; ,asamblare; utilitate; rezistenta; utilizare; 
2102,2102,atXjzt0YGiJu6PcrLtYT17pHvBU0-3631359___rating_5.txt,Raport foarte bun calitate-pret.recomand celor care doresc un produs care nu ocupa mult spatiu si care se poate folosi la capacitate maxima,Raport foarte bun calitate-pret,1.0,pret-calitate,Raport foarte bun calitate-pret; recomand celor care doresc un produs care nu ocupa mult spatiu si care se poate folosi la capacitate maxima; ,pret-calitate; produs; 
2104,2104,aU3SbDOX81rGEo.xzUn_EWlZ7zUS-4799523___rating_3.txt,sunt multe produse ratacite prin magazin .fiind si multa lume . nu au preturi pe ele produsele si ma descurajeaza mereu sa atac personalul cu intrebari ... de ce nu atasati cititoare de preturi ?! macar 2 in magazin ....,sunt multe produse ratacite prin magazin,-1.0,aranjare,sunt multe produse ratacite prin magazin; nu au preturi pe ele produsele; ma descurajeaza mereu sa atac personalul cu intrebari; ,aranjare; aranjare; personal; 
2107,2107,au4rFDyyx5QSBeJnRLal33HDZDnG-4747932___rating_5.txt,Nu am mai gasit produse la marimea si culoarea dorita.,Nu am mai gasit produse la marimea si culoarea dorita,-1.0,varietate,Nu am mai gasit produse la marimea si culoarea dorita; ,varietate; 
2108,2108,aU6aZh2CKYv3MAhgGIQQ5sUXQGPy-4806977___rating_4.txt,"foarte bune, la -10 grade nu simti frig fara sa faci miscare timp de 30 de minute dupa care incep putin degeraturi la degete, in rest doar cuvinte de lauda, singurul dezavantaj este de descaltare, mai sunt cazuri in care iese soseta cizmei !",foarte bune,1.0,produs,foarte bune; la -10 grade nu simti frig; singurul dezavantaj este de descaltare; ,produs; material; utilizare; 
2111,2111,aUA8aY9zqXhGIgrjsHOgBpbhBSzO-1304615___rating_2.txt,"Am pierdut f. mult timp in magazi, pt. ca nu am gasit marime si pt ca persoana apelata la casa a fost de negasit. In rest personalul cu care am intrat direct in contact a fost amabil, dar dau senzatia ca sunt prea putini.",Am pierdut f. mult timp in magazi,-1.0,experienta,Am pierdut f. mult timp in magazi; nu am gasit marime; persoana apelata la casa a fost de negasit; personalul cu care am intrat direct in contact a fost amabil; ,experienta; disponibilitate; personal; personal; 
2115,2115,auBbKGCMzbTJNrG._o3G.ryt09um-1318039___rating_5.txt,"un produs excelent pentru vremea mai rece, lejer, util, fin la atingere, călduros",produs excelent pentru vremea mai rece,1.0,produs,produs excelent pentru vremea mai rece; lejer; util; fin la atingere; călduros; ,produs; confort; utilitate; material; utilizare; 
2120,2120,aUFBx6pFwFVr6NGyh3t4SVgYyyy0-2193499___rating_4.txt,"Buna ziua,Totul a fost in regula, mai putin faptul ca in colet am primit un imbus neadecvat pentru reglaj scaun/ghidon (fiind cu un nr. mai mic, total nefolositor)!!!",Totul a fost in regula,1.0,experienta,"Totul a fost in regula; mai putin faptul ca in colet am primit un imbus neadecvat pentru reglaj scaun/ghidon (fiind cu un nr. mai mic, total nefolositor); ",experienta; comanda; 
2122,2122,aUG8jVq0nG6OZNIl2eDN8VFU0OJq-2979812___rating_3.txt,dureaza prea mult livrarea. masurile pentru fiecare brand in parte sunt eronate,dureaza prea mult livrarea,-1.0,livrare,dureaza prea mult livrarea; masurile pentru fiecare brand in parte sunt eronate; ,livrare; marimi; 
2124,2124,aUGNkuSIjhWOXR6YgwGYk_I7glDW-2958765___rating_1.txt,"Am vrut sa mai cumpar inca o pereche de cizme pt nevasta, dar doamna de raion nu vrut sa ne aduca marimea potrivita. A zile sa mai stam vreo doua trei ore. .. Frumos ce sa zic...tinand cont ca nu suntem din Sibiu.Am revenit dupa o ora...dar degeaba...",doamna de raion nu vrut sa ne aduca marimea potrivita,-1.0,personal,doamna de raion nu vrut sa ne aduca marimea potrivita; A zile sa mai stam vreo doua trei ore. .. Frumos ce sa zic; Am revenit dupa o ora...dar degeaba; ,personal; experienta; experienta; 
2127,2127,auGS.fwtr.KlJr8RfQLNkbwQA1kK-1801321___rating_5.txt,adultii sa nu se mai plimbe cu skate-uri sau trotinete de dragul copiilor sau sa se dea cool,adultii sa nu se mai plimbe cu skate-uri sau trotinete de dragul copiilor sau sa se dea cool,-1.0,atmosfera,adultii sa nu se mai plimbe cu skate-uri sau trotinete de dragul copiilor sau sa se dea cool; ,atmosfera; 
2128,2128,aUlMrtGSq8Z_6KeBd5UOQ1uWSZFW-5490226___rating_1.txt,"Comparativ cu alte magazine Decathlon din tara foarte slab aprovizionat, unele produse lipsesc in totalitate, iar altele partial.  Cererea este mare, oferta foarte mica.",foarte slab aprovizionat,-1.0,aprovizionare,"foarte slab aprovizionat; unele produse lipsesc in totalitate; Cererea este mare, oferta foarte mica; ",aprovizionare; disponibilitate; disponibilitate; 
2131,2131,aUxOLQ918AUbqxX42qCkO3WqhVoa-1743796___rating_1.txt,"Sistemul de prindere din material elastic s-a rupt la ambele lumini in aproximativ 3 luni. Apoi am primit cadou un al doilea set cu care am avut aceeasi problema - elasticul a cedat in conditiile in care am avut grija sa nu il suprasolicit - dadeam luminile jos de maxim 2-3 ori pe saptamana. In ceea ce priveste lumina, isi fac treaba bine. Cu 2 faruri (prinse cu elastic de bani) am mers noaptea pe o lungime de 40km in exteriorul orasului si a fost OK.Concluzie: nu merita pretul pentru doar 3 luni de folosireP.S.: nu pot atasa poze",Sistemul de prindere din material elastic s-a rupt la ambele lumini in aproximativ 3 luni,-1.0,rezistenta,"Sistemul de prindere din material elastic s-a rupt la ambele lumini in aproximativ 3 luni; am avut aceeasi problema - elasticul a cedat in conditiile in care am avut grija sa nu il suprasolicit; In ceea ce priveste lumina, isi fac treaba bine; Cu 2 faruri (prinse cu elastic de bani) am mers noaptea pe o lungime de 40km in exteriorul orasului si a fost OK; nu merita pretul pentru doar 3 luni de folosire; ",rezistenta; utilizare; utilizare; utilizare; pret-calitate; 
2136,2136,aUy_HzjvxJ5LBwteqJrvJOWBvKFC-4127368___rating_3.txt,Fixarea cu elastic în partea din spate nu fixează bine piciorul în papuc ducând la alunecarea calcaiului în lateralele papucului,Fixarea cu elastic în partea din spate nu fixează bine piciorul în papuc,-1.0,produs,Fixarea cu elastic în partea din spate nu fixează bine piciorul în papuc; ,produs; 
2137,2137,aV.RZTunIgg8J6sZlko6QjPmhaKC-4307640___rating_5.txt,"am dori un DECATHLON si in judetul ALBA,asadar, veniti cu intrebarea: UNDE SA MAI DESCHIDEM UN MAGAZIN?",am dori un DECATHLON si in judetul ALBA,0.0,magazin,am dori un DECATHLON si in judetul ALBA; ,magazin; 
2138,2138,av0hLsxWypheMRt2I3yI7siZtzlC-1263419___rating_5.txt,Un magazin bun si relativ ieftin comparativ cu produsele de foarte buna cslitate,Un magazin bun,1.0,magazin,Un magazin bun; relativ ieftin; produsele de foarte buna cslitate; ,magazin; pret; calitate; 
2141,2141,av2AgBh67YL.biCvPox5DZGlguj8-3510248___rating_3.txt,"Nu esti salutat cand intri in magazin, nu esti intrebat discret, fara sa deranjezi, daca ai neviie de ceva","Nu esti salutat cand intri in magazin, nu esti intrebat discret, fara sa deranjezi, daca ai neviie de ceva",-1.0,personal,"Nu esti salutat cand intri in magazin, nu esti intrebat discret, fara sa deranjezi, daca ai neviie de ceva; ",personal; 
2142,2142,aV2rJhX34ii.mDC1xz468aTwVwfK-4964711___rating_1.txt,Produse de slaba calitate. si lipsa tot timpul anului a marimilor la toate modelele de incaltaminte/imbracaminte.,Produse de slaba calitate,-1.0,calitate,Produse de slaba calitate; lipsa tot timpul anului a marimilor; ,calitate; marimi; 
2144,2144,aV3z7INXMWtLi1hKOxJZkGYre3.8-2235851___rating_5.txt,Nu inteleg de ce scrie ii reda cand ii da impermeabilitate. Am testat pe o pereche de papuci din material si clar exista o imbunatatire substantiala cand vine vorba de absorbtie a apei.,Nu inteleg de ce scrie ii reda cand ii da impermeabilitate,-1.0,servicii,Nu inteleg de ce scrie ii reda cand ii da impermeabilitate; Am testat pe o pereche de papuci din material si clar exista o imbunatatire substantiala cand vine vorba de absorbtie a apei; ,servicii; utilizare; 
2146,2146,aV5LVRNj3NyjuOCPaQ_ms4o0gAKa-4946756___rating_3.txt,Maniera de comunicare a personalului de la casa nu mi-a placut. Aveam de cheltuit niste puncte bonus. Si nu apareau in sistem. A trebuit sa vina un manager sa rezolve situatia.,Maniera de comunicare a personalului de la casa nu mi-a placut,-1.0,personal,Maniera de comunicare a personalului de la casa nu mi-a placut; Aveam de cheltuit niste puncte bonus. Si nu apareau in sistem; ,personal; servicii; 
2148,2148,aV6rtJ2.2gCwi_B_6jvYEBlTZAQ8-5257119___rating_2.txt,"Pe pantofii sport aparea pretul de 69,90 taiat si scria 40, dar la casa a fost 69,90 lei . Am amutit si am platit","Pe pantofii sport aparea pretul de 69,90 taiat si scria 40, dar la casa a fost 69,90 lei . Am amutit si am platit",-1.0,experienta,"Pe pantofii sport aparea pretul de 69,90 taiat si scria 40, dar la casa a fost 69,90 lei . Am amutit si am platit; ",experienta; 
2149,2149,avKuD22x2FYCWg1ov3mRHiyntRFS-3636876___rating_5.txt,"AM ACHIZITIONAT PRODUSUL SI PT PESCUIT STATIONAR ESTE EXCELENT,SENSIBILITATEA FIIND FOARTE MARE",AM ACHIZITIONAT PRODUSUL SI PT PESCUIT STATIONAR ESTE EXCELENT,1.0,produs,AM ACHIZITIONAT PRODUSUL SI PT PESCUIT STATIONAR ESTE EXCELENT; SENSIBILITATEA FIIND FOARTE MARE; ,produs; utilizare; 
2151,2151,aVPWtv8KPbs9mpgFoXftpvAzlAk0-4368961___rating_3.txt,"Am achizitionat una bucata kimono karate pentru copii cu inaltimea 140 cm. Dar cand i-a probat, pantalonii sunt pentru copii de 6-7 ani. Chiar nu inteleg de ce au fost facuti atat de stramti, cand au si elastic si snur sa fie legati.","Dar cand i-a probat, pantalonii sunt pentru copii de 6-7 ani.",-1.0,dimensiuni,"Dar cand i-a probat, pantalonii sunt pentru copii de 6-7 ani.; Chiar nu inteleg de ce au fost facuti atat de stramti; ",dimensiuni; proprietati; 
2153,2153,aVRqOLoRak8xxgY4mPiDnbAzoSFa-1150282___rating_4.txt,"i-a placut sotului si l-am cumparatde curand am aflat ca se numeste :tricou fara maneci"""" !!!",i-a placut sotului,1.0,produs,i-a placut sotului; ,produs; 
2154,2154,avvBqs5GAF4zrdGUzsLsJ4XukUGy-1069951___rating_4.txt,Este ok ca si produs dar un pic cam scumpa.,Este ok ca si produs,1.0,produs,Este ok ca si produs; un pic cam scumpa; ,produs; pret; 
2156,2156,aVzkb7oLTwz0G5QAzfYiIcqMEkRe-5330643___rating_3.txt,"Livrarea la domiciliu, platita ca atare, nu inseamna sa ma intalnesc cu curierul la doua strazi de unde stau, pentru ca el e gras si nu poate urca scarile. Fiecare cu meseria lui. Eu sunt traducator si nu-mi spune nimeni """"Lasati, nu mai terminati traducerea daca nu aveti chef, ca o terminam noi"""". Ciubucul nu e refuzat niciodata.","Livrarea la domiciliu, platita ca atare, nu inseamna sa ma intalnesc cu curierul la doua strazi de unde stau",-1.0,livrare,"Livrarea la domiciliu, platita ca atare, nu inseamna sa ma intalnesc cu curierul la doua strazi de unde stau; Ciubucul nu e refuzat niciodata; ",livrare; personal; 
2158,2158,aw4CKEi58ohdOad7r1Tn8DMk1W9C-4463563___rating_3.txt,Am cautat imbracaminte de sezon. Dezamagire...nu am gasit pentru sotie si fica mea . Modele urate cu croi aiuria.,Dezamagire...nu am gasit pentru sotie si fica mea,-1.0,disponibilitate,Dezamagire...nu am gasit pentru sotie si fica mea; Modele urate cu croi aiuria.; ,disponibilitate; produs; 
2160,2160,aWbcTlgjm0xcIX1xdtWHpaGxEXdW-1748382___rating_5.txt,Ar fi bine sa fie mai multe produse care sunt disponibile in alte tari si mai ales mai multe produse pentru dame. Sunt destul de putine comparativ cu cele pentru barbati.,Ar fi bine sa fie mai multe produse care sunt disponibile in alte tari si mai ales mai multe produse pentru dame,-1.0,disponibilitate,Ar fi bine sa fie mai multe produse care sunt disponibile in alte tari si mai ales mai multe produse pentru dame; Sunt destul de putine comparativ cu cele pentru barbati; ,disponibilitate; varietate; 
2162,2162,awCX2zPicyK.p_XdUBTd7Mw2uWza-3162682___rating_3.txt,Nu este prima oara ca nu este pe stoc dimensiunea mea si exista doar dimensiuni sau foarte mari sau foarte mici. Ar trebui sa alimentati stocul produselor in special cu dimensiunile care sunt cele mai uzuale.,nu este pe stoc dimensiunea mea,-1.0,disponibilitate,nu este pe stoc dimensiunea mea; exista doar dimensiuni sau foarte mari sau foarte mici; ,disponibilitate; marimi; 
2164,2164,awI0UKdhP51n2Z1vdrWv.F1_Ot7e-4861046___rating_4.txt,"La rafturile cu sosete, colanti, clapari etc foarte dezorganizate. Foate greu sa gasesti marimea cautata.","La rafturile cu sosete, colanti, clapari etc foarte dezorganizate",-1.0,organizare,"La rafturile cu sosete, colanti, clapari etc foarte dezorganizate; Foate greu sa gasesti marimea cautata; ",organizare; nan; 
2166,2166,awL4CDV4aByTZGKRDWa1KvzoUmQ0-3159014___rating_2.txt,"spuneti, va rog de ce vindeti in magazinul Brasov, care este situat in zona montana, incaltaminte pentru drumetie proiectata pentru ses? credeti ca din Brasov mergem sa drumetii in Baragan? ghetele pe care le cumparasem, desi erau pentru zapada, nu ofereau niciun pic de aderenta pe zapada tare sau inghetata. Este normal ca drumetind prin zone montane sa intalnesti asa ceva, si avand in picioare asemenea ghete risti sa-ti rupi picioarele.","ghetele pe care le cumparasem, desi erau pentru zapada, nu ofereau niciun pic de aderenta pe zapada tare sau inghetata",-1.0,utilitate,"ghetele pe care le cumparasem, desi erau pentru zapada, nu ofereau niciun pic de aderenta pe zapada tare sau inghetata; ",utilitate; 
2167,2167,awod2yBS25r1g_wLwbnLPARXDWHm-4861204___rating_4.txt,"Ar putea fi mai intarite călcâiul, talpa si vârful şosetei, chiar dacă ar crste putin pretul.","Ar putea fi mai intarite călcâiul, talpa si vârful şosetei, chiar dacă ar crste putin pretul",-1.0,pret-calitate,"Ar putea fi mai intarite călcâiul, talpa si vârful şosetei, chiar dacă ar crste putin pretul; ",pret-calitate; 
2168,2168,aWPOwTE9gBsBaJ2ONOajFr6ss6nK-2356797___rating_5.txt,merita incercata de catre toti cei care sunt la inceput de drum pentru a invata sa inoate.,merita incercata,1.0,produs,merita incercata; ,produs; 
2169,2169,aWRCk4uSYP0abSt7bUX2tox7gPHu-1218746___rating_5.txt,"Apreciez faptul că aţi ţinut cont de nemulţumirea mea dar,între timp,am reușit să scot acea alarmă.V-am scris acel e-mail ca pe viitor să evitaţi astfel de situații neplăcute.Îmi cer scuze dar am văzut târziu răspunsul şi astfel puteam evita cheltuiala din partea dvs cu al doilea colet.Cu sportivitate.",Apreciez faptul că aţi ţinut cont de nemulţumirea mea,1.0,suport,Apreciez faptul că aţi ţinut cont de nemulţumirea mea; ,suport; 
2170,2170,aWSBzjO9liNySLE8Wopp6b4iQZFK-2089556___rating_5.txt,"Am fost placut impresionat de promtitudinea si amabilitatea colegilor de la service, de a-mi rezova problema !","Am fost placut impresionat de promtitudinea si amabilitatea colegilor de la service, de a-mi rezova problema",1.0,personal,"Am fost placut impresionat de promtitudinea si amabilitatea colegilor de la service, de a-mi rezova problema; ",personal; 
2171,2171,awtdUYUVu_cca.JysfRwhM8jJ77O-4158500___rating_4.txt,Nu am găsit treninguri pt.femei din păcate. ...În rest mi-a plăcut vizita.,Nu am găsit treninguri pt.femei din păcate,-1.0,disponibilitate,Nu am găsit treninguri pt.femei din păcate; În rest mi-a plăcut vizita; ,disponibilitate; experienta; 
2173,2173,awUS2tJp8SJZeKLV5lIbJNeVqL5C-1194847___rating_5.txt,"la prima impresie poate parea un produs banal, de gasit in comert in multiple forme.greutatea lui extrem de redusa, usurinta de manevrare si rezistenta lui m-au atras. il folosesc atat ca echipament auxiliar foto cat si pt diverse attach-uri la rucsac.",la prima impresie poate parea un produs banal,0.0,produs,la prima impresie poate parea un produs banal; greutatea lui extrem de redusa; usurinta de manevrare; rezistenta lui; il folosesc atat ca echipament auxiliar foto cat si pt diverse attach-uri la rucsac; ,produs; produs; utilizare; rezistenta; utilizare; 
2178,2178,awWdrx52p1p51V6Ey2amsWwJJawm-1361320___rating_4.txt,Personalul de la raionul de gimnastica mi-au spus  ca din produsul Dorit au primit doar o buc ( Si deci o singura culoare),Personalul de la raionul de gimnastica mi-au spus  ca din produsul Dorit au primit doar o buc ( Si deci o singura culoare),-1.0,aprovizionare,Personalul de la raionul de gimnastica mi-au spus  ca din produsul Dorit au primit doar o buc ( Si deci o singura culoare); ,aprovizionare; 
2179,2179,aWx820jsvTxpwlCySOesgCiPypFW-1795222___rating_4.txt,"ok ,pantofii de firma adidas,asics puma sunt de slaba calitate...nu aveti marimi mari xx",slaba calitate,-1.0,calitate,slaba calitate; nu aveti marimi mari xx; ,calitate; marimi; 
2181,2181,ax.xSST.8ISzRdNcAXg8pOgy7yfa-3730616___rating_4.txt,"clema de la sistemul de prindere sub barba, ar putea fi dintr-um material mai flexibil (zgarie). In rest, nota 10.","clema de la sistemul de prindere sub barba, ar putea fi dintr-um material mai flexibil (zgarie)",-1.0,material,"clema de la sistemul de prindere sub barba, ar putea fi dintr-um material mai flexibil (zgarie); In rest, nota 10; ",material; experienta; 
2183,2183,ax1h4GI4nrDJMRNAU4iCWojqSOUG-4718838___rating_3.txt,Am intalnit doua persoane care s-au purtat neplacut/nu au fost amabile (o domnisoara de la casa si un domn de pe un raion).,Am intalnit doua persoane care s-au purtat neplacut/nu au fost amabile,-1.0,personal,Am intalnit doua persoane care s-au purtat neplacut/nu au fost amabile; ,personal; 
2184,2184,aX2DMfiE3F8p6_5s2OtKm7ym5njK-2753339___rating_4.txt,Un loc unde gasesti tot ce iti doresti pentru activitatile sportive,Un loc unde gasesti tot ce iti doresti,1.0,disponibilitate,Un loc unde gasesti tot ce iti doresti; ,disponibilitate; 
2185,2185,axbIULUQ5Ukh8D9cz8X8_2yZaY3G-5786541___rating_5.txt,am gasit ce cautam - imi a indicat cineva unde sa le gasesc,am gasit ce cautam,1.0,servicii,am gasit ce cautam; imi a indicat cineva unde sa le gasesc; ,servicii; personal; 
2187,2187,axBrWvTEcQTmn6BXrCgEy.lt3FaG-2744471___rating_5.txt,"Probarea excesiva a echipamentului sportiv deranjeaza. Plecat la cumparaturi, trebuie sa ai in permanenta grija sa nu dea vreo bicicleta, trotineta etc peste tine. Poate ar fi mai potrivita  crearea unui spatiu special pt incercarea echipamentului? Practic unii oameni transforma spatiul magazinului in parc de distractii pentru copiii lor.",Probarea excesiva a echipamentului sportiv deranjeaza,-1.0,experienta,Probarea excesiva a echipamentului sportiv deranjeaza; Poate ar fi mai potrivita  crearea unui spatiu special pt incercarea echipamentului; unii oameni transforma spatiul magazinului in parc de distractii pentru copiii lor; ,experienta; disponibilitate; experienta; 
2190,2190,axc84B4kq_892.9s1alAlEL4hxDe-5722534___rating_2.txt,Nu se observa disponibilitatea personalului de pe diferite raioane pentru ajutorul solicitat.,Nu se observa disponibilitatea personalului de pe diferite raioane pentru ajutorul solicitat,-1.0,personal,Nu se observa disponibilitatea personalului de pe diferite raioane pentru ajutorul solicitat; ,personal; 
2191,2191,aXCoUs1FKQ6fdKpR3mlFVU2ujvla-4355273___rating_3.txt,"Am cumparat doua biciclete . Experienta online dar si offline dezamagitoare. Daca produsele nu ar fi de calitate si preturile bune, v-as ocoli lejer ! Serios , am cautat personalul prin magazin - nu era nimeni , in Pallady ziceai ca e in faliment , 2 sau 3 raioane se reorganizau , marfa pe jos, haos . Nu exista deloc personal care sa preia comenzi/ caruia sa-i pui o intrebare sau sa-i ceri un sfat .",Experienta online dar si offline dezamagitoare,-1.0,experienta,"Experienta online dar si offline dezamagitoare; Daca produsele nu ar fi de calitate; preturile bune; am cautat personalul prin magazin - nu era nimeni; marfa pe jos, haos; Nu exista deloc personal care sa preia comenzi/ caruia sa-i pui o intrebare sau sa-i ceri un sfat; ",experienta; calitate; pret; personal; organizare; personal; 
2197,2197,aXdhKqAqbenAWpeYh7Vt32Njr4nC-4303296___rating_5.txt,Sunt comozi si foarte utili pe plajele cu arici de mare.,Sunt comozi,1.0,confort,Sunt comozi; foarte utili pe plajele cu arici de mare; ,confort; utilitate; 
2199,2199,axdOPbVNzChg90rFozvEQMIhuSNS-1365114___rating_5.txt,excelenta comunicare cu responsabilul dept  care mi-a facut comanda si am primit produsul dorit in timp foarte bun - . Felicitari! Singurul aspect care m-a dezamagit un pic este ca produsul comandat - cizme - a venit fara ambalaj (cutie) .,excelenta comunicare cu responsabilul dept  care mi-a facut comanda,1.0,suport,excelenta comunicare cu responsabilul dept  care mi-a facut comanda; am primit produsul dorit in timp foarte bun; Singurul aspect care m-a dezamagit un pic este ca produsul comandat - cizme - a venit fara ambalaj (cutie); ,suport; livrare; produs; 
2202,2202,aXEQWKsMOuejZSHrWxeHdXjkxmg0-4448633___rating_3.txt,Speram sa gasesc mai multe produse (pantaloni) in dimensiuni mai...generoase.,Speram sa gasesc mai multe produse (pantaloni) in dimensiuni mai...generoase,-1.0,marimi,Speram sa gasesc mai multe produse (pantaloni) in dimensiuni mai...generoase; ,marimi; 
2203,2203,axESCskw4pEehCKAVdWf91JLXH6q-2089050___rating_5.txt,Lipsesc produse la anumite numere mai ales XS sau S. Cred ca suplimentarea acestora ar fi OK.,Lipsesc produse,-1.0,disponibilitate,Lipsesc produse; suplimentarea acestora ar fi OK; ,disponibilitate; aprovizionare; 
2205,2205,axFf.1v6wUrqp7T4.pUBFnqFh0je-5797534___rating_2.txt,Cam de 3 săptămâni încoace e dezastru in magazin la articole pescuit și vânătoare unde sunt un client fidel. Am crezut că a ți remediat problema cu lipsa preturilor afișate la raft dar după vizita de astăzi am și foarte multe rafturi goale. O foarte slaba aprovizionare cu marfa.,e dezastru in magazin la articole pescuit și vânătoare,-1.0,aranjare,e dezastru in magazin la articole pescuit și vânătoare; problema cu lipsa preturilor afișate la raft; după vizita de astăzi am și foarte multe rafturi goale; O foarte slaba aprovizionare cu marfa; ,aranjare; organizare; disponibilitate; aprovizionare; 
2209,2209,axFKE5zh99RifoRuN3K_1JsMS8MS-4614570___rating_3.txt,"nu intra si nu ies chiar usor mainile in ele, le iese captuseala cand scoti mana si trebuie sa fi atent cand o introduci.",nu intra si nu ies chiar usor mainile in ele,-1.0,utilizare,nu intra si nu ies chiar usor mainile in ele; le iese captuseala cand scoti mana; trebuie sa fi atent cand o introduci; ,utilizare; produs; utilizare; 
2212,2212,aXh4KomkX9Xj1sQqmN8A3U0PqX80-4209348___rating_5.txt,Produsul este foarte bun pana in momentul de fata.Sunt foarte mulțumit.,Produsul este foarte bun,1.0,produs,Produsul este foarte bun; ,produs; 
